256 18454,18802
257 6231,7638
258 24882,42740
259 2957,82196
260 2110,72213
261 87449,176332
262 8852,133635
263 6327,53682
264 4214,14433
265 2744,3843
266 50634,76008
267 37446,211109
268 759,13312
269 16753,279411
270 43277,246595
271 3579,4653
272 19814,59317
273 42673,78781
274 20374,32593
275 11031,28169
276 32118,33789
277 407,10874
278 9163,177050
279 3343,30454
280 43862,64273
281 38918,218519
282 101956,151548
283 2971,3759
284 2692,4671
285 6327,21885
286 3828,320327
287 21281,54891
288 3256,31963
289 76953,79939
290 1317,92458
291 50030,70492
292 32930,175995
293 39336,74116
294 8862,18844
295 42689,325331
296 100979,225061
297 3882,104474
298 2072,23545
299 41749,42560
300 27639,80082
301 3348,4249
302 8800,82341
303 34828,36118
304 31715,86263
305 1144,39024
306 75119,81123
307 8382,87030
308 28940,47578
309 7526,127725
310 7276,87837
311 3452,4553
312 1511,41926
313 41657,253327
314 569,13946
315 2040,4103
316 56153,71074
317 5726,86120
318 3210,13696
319 31412,84123
320 12539,19277
321 1270,46604
322 9605,108649
323 12077,41963
324 2574,7716
325 2647,3109
326 1132,72630
327 150,73216
328 9813,25841
329 14970,49396
330 16712,70644
331 1317,3515
332 146867,151960
333 8387,22774
334 35065,49917
335 3098,24184
336 6247,73175
337 29396,305492
338 6766,19023
339 866,22683
340 4985,63853
341 681,142713
342 82035,135462
343 28130,290971
344 119743,176494
345 23,58738
346 26627,64551
347 9603,135614
348 2641,34552
349 9305,36023
350 27995,150440
351 30306,141159
352 30738,217820
353 1636,119505
354 5862,121573
355 23476,42867
356 8711,48220
357 3573,7736
358 3256,17185
359 5993,10874
360 24931,290459
361 17,73774
362 1163,13615
363 20465,37442
364 1144,4742
365 68522,83864
366 42893,72996
367 16732,22075
368 527,5331
369 27814,147004
370 662,35079
371 118245,175506
372 1137,10206
373 36339,62564
374 2043,87955
375 5343,13226
376 8697,56826
377 1958,61210
378 11983,79219
379 8761,24255
380 59449,105660
381 17,200475
382 32593,49976
383 3221,169439
384 86039,182455
385 19714,50841
386 4608,5961
387 4045,151810
388 24928,76816
389 3552,4234
390 13148,63698
391 392,16775
392 12041,96031
393 213,4219
394 5751,62749
395 107472,113526
396 20604,42462
397 21882,47369
398 79239,79307
399 4745,14426
400 3708,7129
401 5000,37854
402 16288,54720
403 41858,73584
404 2360,10874
405 66005,187069
406 8739,26176
407 2491,3718
408 13966,118034
409 57571,69068
410 2312,4152
411 62502,81932
412 2967,18892
413 19086,60015
414 13966,53969
415 81557,316687
416 11249,22208
417 31,1483,8869
418 135,21664
419 6327,40435
420 1266,13613
421 13862,48762
422 63197,63218
423 6053,223381
424 1335,5207
425 8579,22031
426 83,42793
427 13299,129203
428 6004,292465
429 16925,46264
430 24,3915
431 747,48224
432 17,28466
433 17648,44682
434 7374,20995
435 110695,296212
436 5328,43686
437 8053,74664
438 12467,217763
439 8857,136327
440 71716,112139
441 23333,194936
442 88992,151671
443 31600,46207
444 52833,54824
445 1481,50681
446 42058,42891
447 7276,194233
448 7286,33323
449 23098,30479
450 42060,42452
451 15852,147953
452 17135,76172
453 42142,84113
454 17809,136444
455 12381,62083
456 15125,47269
457 9121,80624
458 49743,170469
459 20138,149653
460 17166,30479
461 2355,272114
462 39798,42353
463 16142,55420
464 6321,27527
465 36864,62757
466 15230,26008
467 6273,60448
468 5857,17193
469 41153,151739
470 2692,3986
471 27998,28155
472 9045,37739
473 8743,42523
474 20939,41494
475 14383,82579
476 1303,3040
477 3007,4263
478 13380,18269
479 628,1144
480 10465,110763
481 12503,61016
482 60751,151868
483 2922,33760
484 1630,258077
485 2223,3125
486 107389,151663
487 1291,13112
488 3210,8127
489 30397,182067
490 3686,3815
491 7782,24683
492 406,165636
493 21336,21689
494 89818,126220
495 41439,103541
496 60351,246367
497 3007,17863
498 28511,37739
499 16103,41842
500 2112,37018
501 37313,57008
502 12861,42406
503 13966,84556
504 13191,31179
505 25588,200728
506 3261,30440
507 10277,24882
508 14463,35279
509 33066,73814
510 9732,59224
511 2773,15975
512 17,1139
513 631,773
514 48224,238959
515 90494,112237
516 4421,58907
517 11060,13460
518 37835,304413
519 3580,11237
520 5350,106857
521 6525,204280
522 66,44698
523 42469,208822
524 569,8952
525 4064,21049,110263
526 21129,42376
527 14058,20668
528 6001,43476
529 11127,96054
530 1710,109864
531 4751,37993
532 5627,43823
533 2131,3019
534 18913,54066
535 97217,344984
536 3335,222000
537 397,51088
538 24379,51642
539 38851,120300
540 33718,43938
541 63853,379660
542 5343,19303
543 926,43862
544 44496,137370
545 28152,145784
546 2293,13411
547 8666,79530
548 5424,199374
549 28130,167192
550 5343,87843
551 8875,79304
552 121,37036
553 17185,159058
554 38264,43063
555 39346,63853,152295
556 18855,18890
557 7,163127
558 18376,39344
559 8862,43368
560 38212,43052
561 7154,178307
562 4617,102126
563 31179,305415
564 2085,95638
565 17,12910
566 10883,117399
567 91702,145206
568 1225,142248
569 2761,66856
570 346,69175
571 23352,23690
572 10874,13886
573 48690,304529
574 8679,34382
575 883,32119
576 71609,137091
577 34939,43076
578 156968,162961
579 14463,81542
580 986,57225
581 43058,110619
582 135,44648
583 986,62994
584 4148,49879
585 28458,56889
586 53682,54480
587 16200,23363
588 3007,13899
589 113140,155225
590 13906,66425
591 395,79131
592 7840,448557
593 6132,105296
594 89847,208390
595 9964,13148
596 1132,27877
597 11975,192179
598 14875,14910
599 6053,33448
600 81060,159025
601 20211,28982
602 308,2580
603 106830,469737
604 7930,335718
605 83340,244171
606 17619,17641
607 2827,13168
608 11062,43119
609 60849,164690
610 4045,50518
611 13380,59944
612 1770,19093
613 7656,132495
614 2125,223234
615 13895,23269
616 19814,95580
617 42414,42893
618 184858,407339
619 19461,75976
620 7987,100960
621 11057,12510
622 21637,42301
623 83291,96882
624 101875,108653
625 5314,49710
626 291,30356
627 57460,296119
628 19079,92543
629 38828,82777
630 1197,84738
631 219668,269525
632 1224,98436
633 12162,305492
634 85598,152934
635 13148,71607
636 302,63771
637 213,67971
638 6206,16680
639 54830,203299
640 49314,57512
641 10246,42653
642 44427,139587
643 10883,242172
644 27182,161843
645 51641,203299
646 17009,106520
647 26613,45324
648 44,14650
649 2110,39149
650 6221,86404
651 6335,120886
652 23463,290842
653 16977,29234
654 8852,66438
655 121,48258
656 7173,140973
657 65341,132739
658 19303,304260
659 4988,31663
660 6367,51013
661 24818,24842
662 50030,119726
663 4346,252297
664 42737,54760
665 23913,341655
666 6277,166463
667 73425,101519
668 3856,51247
669 67302,195226
670 14406,21637
671 77979,112685
672 608,41807
673 23315,23981
674 87213,167056
675 13966,16090
676 18870,91861
677 8739,10681
678 56889,106758
679 1144,21151
680 2,2778
681 2827,4653
682 42667,65174
683 15477,87930
684 4722,5098
685 13896,121179
686 16554,23269
687 14346,19227
688 2105,3109
689 2917,38688
690 680,58977
691 18765,22620
692 28454,49976
693 4754,27263
694 68406,410040
695 11930,89304
696 5343,103926
697 36162,123379
698 2043,7154
699 42539,59102
700 2854,41395
701 6559,10400
702 50602,168336
703 81638,143401
704 82585,193852
705 48915,60511
706 7233,21959
707 17696,25156
708 1303,111542
709 19919,31801
710 190207,414277
711 56544,148863
712 3025,7921
713 2125,66891
714 14124,27252
715 42414,123446
716 24058,57008
717 6354,27512
718 59066,100855
719 3018,152169
720 7,19997
721 9045,105319
722 106507,434890
723 28108,105159
724 1532,67545
725 161320,290888
726 1185,43076,65120
727 17436,21827
728 3649,41369
729 2800,43778
730 59689,219084
731 21763,29796
732 8857,86676
733 5102,19463
734 3660,120886
735 2486,49589
736 105429,218818
737 18371,136235
738 112683,133516
739 13921,62373
740 2870,47238
741 58845,116711
742 16346,125642
743 39967,208829
744 50596,62802
745 79345,141364
746 104606,146979
747 41842,56814
748 27390,58853
749 10156,81699
750 2865,4234
751 119500,241286
752 11043,34935
753 5627,54765
754 10878,19443
755 696,181987
756 42142,42693
757 16767,139501
758 2317,39739
759 3708,268489
760 1266,6321
761 121,75839
762 3489,4762
763 10401,43070
764 17907,27842
765 33323,43315
766 83,227
767 3530,144858
768 30300,30448
769 15125,107201
770 5876,68926
771 21062,255205
772 65888,220209
773 39042,151329
774 11151,126151
775 2099,60435
776 5297,181987
777 16142,255456
778 105265,194636
779 12357,47506
780 23513,124278
781 12539,14832
782 42288,145312
783 41473,42673
784 10893,65857
785 7691,41886
786 25030,25100
787 40435,137639
788 1183,77217
789 6130,9166
790 3239,4722
791 38168,42107
792 1137,108210
793 13873,79149
794 17682,67877
795 5513,36295
796 70168,176999
797 681,64260
798 24291,59689
799 12381,20523
800 28044,39827
801 4045,10829
802 85243,357282
803 103224,181560
804 4741,8726
805 126220,152469
806 994,7843
807 121045,190410
808 2131,4799
809 23,12221
810 17696,159602
811 73318,81384
812 10970,90406
813 11225,165625
814 14910,14927
815 28077,221807
816 4617,10264
817 83215,215952
818 11126,13658
819 38549,58571,151345
820 43599,46918
821 21885,257869
822 61749,101179
823 13371,27390
824 67578,157301
825 1394,48703
826 608,150440
827 124678,185580
828 41011,49004
829 12539,29083
830 31919,43277
831 135,40767
832 67796,119958
833 7829,81353
834 21343,188749
835 3007,21062
836 23413,23705
837 3989,87960
838 43004,148237
839 759,68119
840 15125,25855
841 4565,145851
842 126411,349821
843 1256,41037
844 5674,54408
845 5522,255456
846 37018,49385
847 846,8726
848 27617,52019
849 95960,111920
850 45712,73056
851 3988,177208
852 3545,8408
853 34500,200930
854 48391,90683
855 5862,63113
856 36171,166204
857 123148,132427
858 11251,83091
859 17432,145352
860 24706,79399
861 44,1249
862 5642,29898
863 23098,77991
864 14481,86610
865 266041,332181
866 30423,84123
867 12489,40350
868 151663,152169
869 8313,91749
870 1397,22038
871 21238,22972
872 6335,62515
873 33711,141256
874 6206,19759
875 16953,28155
876 617,55598
877 6224,136435
878 54842,62757
879 194835,317298
880 35834,49594
881 15379,65888
882 73213,125248
883 13862,29791
884 5343,42765
885 35360,68522
886 16318,24293
887 4067,6404
888 7154,60506
889 13930,77979
890 6134,255021
891 22969,91040
892 13639,55141
893 65753,120059
894 5362,152380
895 71556,381354
896 13862,64454
897 177042,381354
898 11790,52874
899 9089,26463
900 9038,19407
901 35973,52390
902 5879,8495
903 22417,22806
904 527,42175
905 218,98611
906 29238,92508
907 69920,82306
908 4527,27847
909 42414,49480
910 8998,9037
911 54,68522
912 39411,52208,53791
913 14471,58779
914 623,3018
915 16606,51240
916 7263,54135
917 5627,53383
918 7607,19474
919 113745,137300
920 16115,129324
921 28218,321296
922 11144,53661
923 7213,49286
924 3348,162586
925 1192,4770
926 5152,32230
927 1406,73005
928 38549,119652
929 8940,16545
930 8104,138176
931 2197,3368
932 147,49766
933 8258,72955
934 22056,59021
935 26529,198670
936 46,76781
937 56834,130299
938 80240,104359
939 21771,156201
940 1894,39076
941 25817,237688
942 105063,311010
943 17,187402
944 12539,109860
945 3956,11127
946 14898,28906
947 2597,4673
948 34045,52710
949 42595,259425
950 18391,59631
951 5352,6065
952 6001,231051
953 23913,149698
954 2652,4725
955 17955,55128
956 7992,8452
957 16169,85223
958 42251,62312
959 62693,105296
960 16607,59040
961 31476,116962,201695
962 2125,4799
963 7374,386144
964 36161,63853
965 28155,57808
966 135,163944
967 12091,65373
968 22545,220037
969 3097,38588
970 3018,45992
971 5524,10899
972 2606,4214
973 13770,124090
974 37739,184615
975 9201,53682
976 1270,68633
977 27242,91592
978 43937,95660
979 16256,55938
980 8165,34155
981 3708,21238
982 1185,93938
983 20694,138218
984 9005,76496
985 218663,218754
986 81,62351
987 42737,54041
988 22238,362717
989 4751,70592
990 24597,24896
991 12711,534479
992 6740,29440
993 1089,42673
994 5476,106688
995 13382,23820
996 8164,8419
997 135,42692
998 6073,199143
999 40295,42464
1000 7435,57727
